periodo,id_categoria,categoria,variacao_mensal_pct,numero_indice,ano,mes
202206,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.5102,,2022,6
202207,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.8785,,2022,7
202208,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.9977,,2022,8
202209,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.0456,,2022,9
202210,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.9738,,2022,10
202211,tuberculos,"IPCA - Tuberculos, raizes e legumes",2.9609,,2022,11
202212,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.8955,,2022,12
202301,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.1103,,2023,1
202302,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.8011,,2023,2
202303,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.6319,,2023,3
202304,tuberculos,"IPCA - Tuberculos, raizes e legumes",3.6539,,2023,4
202305,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.5485,,2023,5
202306,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.8378,,2023,6
202307,tuberculos,"IPCA - Tuberculos, raizes e legumes",-3.2247,,2023,7
202308,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.3643,,2023,8
202309,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.4974,,2023,9
202310,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.1864,,2023,10
202311,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.1939,,2023,11
202312,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.4594,,2023,12
202401,tuberculos,"IPCA - Tuberculos, raizes e legumes",5.5122,,2024,1
202402,tuberculos,"IPCA - Tuberculos, raizes e legumes",-2.1179,,2024,2
202403,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.0021,,2024,3
202404,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.2234,,2024,4
202405,tuberculos,"IPCA - Tuberculos, raizes e legumes",2.4951,,2024,5
202406,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.8763,,2024,6
202407,tuberculos,"IPCA - Tuberculos, raizes e legumes",-4.0843,,2024,7
202408,tuberculos,"IPCA - Tuberculos, raizes e legumes",-3.3754,,2024,8
202409,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.5893,,2024,9
202410,tuberculos,"IPCA - Tuberculos, raizes e legumes",3.7237,,2024,10
202411,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.3363,,2024,11
202412,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.2306,,2024,12
